*
* THIS FILE IS USED FOR TEXT MESSAGES USED DURING THE EXECUTION OF THE
* Visual LANSA PRODUCT. ALL LINES MUST BE OF THE FORM NNNN,<TEXT> UNLESS
0010,このﾙｰﾁﾝ中でのﾍﾞｸﾀｰ操作において矛盾したﾍﾞｸﾀｰ(ﾌｨｰﾙﾄﾞ)ﾀｲﾌﾟが発生しました。
0011,ｾﾞﾛ除算が発生しました。
0012,無効な演算操作が発生しました。
0014,"DosGetInfoBlocks" (OS/2) / "GetCurrentTask" (Windows) でｼﾞｮﾌﾞ番号の獲得に失敗しました。
0015,"getpid" ﾌﾟﾛｾｽ識別の獲得に失敗しました (Linux ｴﾗｰ)。
0016,RRNO が X_MAXIMUM_DIGITS の制限値を超えました。
0633,予想しないｴﾗｰ(ｴﾗｰ： >L<)が発生しました。処理：>S< 、ｵﾌﾞｼﾞｪｸﾄ：>S<.
0017,C "time()" 関数が失敗しました。
0018,C "time()" 関数からの戻りｺ-ﾄﾞ。
0019,関数 "DosOpen" が失敗しました。 >S<
0020,"DosOpen()" 関数からの戻りｺ-ﾄﾞ。
0021,Linux 関数 "Open" が失敗しました。 >S<
0022,Linux "Open()" 関数からの戻りｺ-ﾄﾞ。
0023,1 Byte 未満かｵﾍﾟﾚｰﾃｨﾝｸﾞ･ｼｽﾃﾑの制限を超えるﾒﾓﾘが要求されました。
0024,ｵﾍﾟﾚｰﾃｨﾝｸﾞ･ｼｽﾃﾑが要求ﾒﾓﾘの獲得に失敗しました。
0025,ｵﾍﾟﾚｰﾃｨﾝｸﾞ･ｼｽﾃﾑが要求ﾒﾓﾘの再獲得に失敗しました。
0026,ﾄﾗｯｷﾝｸﾞ･ｽﾍﾟｰｽがｵｰﾊﾞｰﾌﾛｰしました。>D< 以上のﾌｧｲﾙがｵｰﾌﾟﾝされています。
0027,名前のﾀｲﾌﾟ '>C<' は無効です。ﾌﾟﾛｾｽ名は修正されています。
0028,ﾃﾝﾎﾟﾗﾘｰ･ﾌｧｲﾙ作成時にｴﾗｰが発生しました。
1089,ﾃﾝﾎﾟﾗﾘｰ ﾌｧｲﾙ >S< の作成中にｴﾗｰが発生しました。
1090,ﾃﾝﾎﾟﾗﾘｰ ﾌｧｲﾙ >S< の書き込み中にｴﾗｰが発生しました。
1091,ﾃﾝﾎﾟﾗﾘｰ ﾌｧｲﾙ >S< の読み込み中にｴﾗｰが発生しました。
1092,ﾃﾝﾎﾟﾗﾘｰ ﾌｧｲﾙ >S< の削除中にｴﾗｰが発生しました。
1093,ﾃﾝﾎﾟﾗﾘｰ ﾌｧｲﾙ >S< のｸﾛｰｽﾞ中にｴﾗｰ >L< が発生しました。
1121,一時ﾃﾞｨﾚｸﾄﾘ >S< にｱｸｾｽできません。TPTHを使って使用可能なﾃﾞｨﾚｸﾄﾘを指定してください。
0029,ｴﾗｰ >L< がﾃﾝﾎﾟﾗﾘｰ･ﾌｧｲﾙのｸﾛｰｽﾞ中に発生しました。
0030,DLL/共有ｵﾌﾞｼﾞｪｸﾄ >S< の開放中にｴﾗｰが発生しました。
0031,OAM (Object Access Module)開放ｴﾗｰ。
0032,ﾃﾝﾎﾟﾗﾘｰ･ﾌｧｲﾙへの書込み中にｴﾗｰが発生しました。
0033,ﾃﾝﾎﾟﾗﾘｰ･ﾌｧｲﾙの読込み時にｴﾗｰが発生しました。
0034,ﾃﾝﾎﾟﾗﾘｰ･ﾌｧｲﾙの削除中にｴﾗｰが発生しました。
0035,ｴﾗｰ･ﾛｸﾞ･ﾌｧｲﾙ >S< をｵｰﾌﾟﾝできません。
0036,ｴﾗｰ･ﾛｸﾞ･ﾌｧｲﾙへの書込み中にｴﾗｰが発生しました。
0037,ｴﾗｰ･ﾛｸﾞ･ﾌｧｲﾙのｸﾛｰｽﾞ中にｴﾗｰが発生しました。
0038,ﾌﾟﾛｾｽ･ｱﾄﾞﾚｽの検索中にｴﾗｰが発生しました。 >S<
0039,>S< >S< がﾛｰﾄﾞできません。DRIV= ﾊﾟﾗﾒｰﾀｰは正しいですか？ DRIV=D ですか？
0040,ｵﾌﾞｼﾞｪｸﾄへのﾊﾟｽが見つかりません。
0041,>S< >S< がﾛｰﾄﾞできません。ｴﾗｰ番号 = >D<.
0042,>S< >S< がﾛｰﾄﾞできません。
0043,ﾌｧｲﾙが見つかりません。
0044,Linux "fork" 処理に失敗しました。
0045,ｵﾍﾟﾚｰﾃｨﾝｸﾞ･ｼｽﾃﾑがｾｯｼｮﾝの開始に失敗しました。
0046,文字列の長さがｾﾞﾛより短くなりました。
0047,要求されたﾌｧﾝｸｼｮﾝ/操作は Linux/Windows 3.1 環境では使用できません。
0048,送信ﾃﾞｰﾀ･ﾚｺｰﾄﾞ長がｺﾐｭﾆｹｰｼｮﾝ･ﾊﾞｯﾌｧｰより長過ぎます。
0049,受信ﾃﾞｰﾀ･ﾚｺｰﾄﾞ長がｺﾐｭﾆｹｰｼｮﾝ･ﾊﾞｯﾌｧｰより長過ぎます。
0275,OS ｴﾗｰが DBMS DLL/共有ｵﾌﾞｼﾞｪｸﾄ >S< のﾛｰﾄﾞ時に発生しました。
0280,ﾕｰｻﾞｰ定義 BIF  >L< ﾛｰﾄﾞ時にｵﾍﾟﾚｰﾃｨﾝｸﾞ･ｼｽﾃﾑ･ｴﾗｰ >L< がﾄﾗｯﾌﾟされました。ｵﾌﾞｼﾞｪｸﾄ/ｴﾝﾄﾘｰ･ﾎﾟｲﾝﾄは、>S< です。
0281,ﾕｰｻﾞｰ定義 BIF >L< ｱﾝﾛｰﾄﾞ時にｵﾍﾟﾚｰﾃｨﾝｸﾞ･ｼｽﾃﾑ･ｴﾗｰ >L< がﾄﾗｯﾌﾟされました。
0420,O/S ｴﾗｰ番号 >L< が発生しました。ﾛｰﾄﾞを試みた DLL は >S< ，ｴﾝﾄﾘｰ･ﾎﾟｲﾝﾄは >S< です。
0594,要求されたﾌｧﾝｸｼｮﾝ/ｵﾍﾟﾚｰｼｮﾝはWindows 2000/XP 及びLinuxでのみ使用可能です。
1020,>S<() ﾌｧﾝｸｼｮﾝが失敗しました。
* ********************************************************************
* RUN TIME MESSAGES ISSUED BY X_PDF LAYER - TRANSLATION IS RECOMMENDED
* ********************************************************************
0424,致命的: ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙ >S< は開くことができませんでした。
0425,情報  : >L< 有効なﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙ項目が処理されました。
0426,情報  : >L< 無効なﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙ項目が処理されました。
0427,情報  : >L< ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙｺﾒﾝﾄが処理されました。
0428,情報  : ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙの検査が開始されました： >S< - >S<.
0429,情報  : ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙの検査が完了しました： >S< - >S<.
0430,致命的: ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙ項目">L<"の様式は無効です。
0431,警告  : 「元」ﾌｧﾝｸｼｮﾝ >S< はこの区画に存在しません。
0432,警告  : 「先」ﾌｧﾝｸｼｮﾝ >S< はこの区画に存在しません。
0433,警告  : ﾌｧﾝｸｼｮﾝ >S< に小文字と/または無効な文字が含まれています。
0434,致命的: 最大 4500 項目の制限があります。ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙ項目">L<"はこの制限を越えています。
0435,致命的: ﾌｧﾝｸｼｮﾝ名 >S< は予約語なので使用できません。
0436,警告  : 元ﾌｧﾝｸｼｮﾝ名>S<は複数の'元'経路項目を持ちます。
0437,警告  : 元ﾌｧﾝｸｼｮﾝ名>S<は'先'ﾌｧﾝｸｼｮﾝとしてすでに指定されてます。
0438,警告  : 先ﾌｧﾝｸｼｮﾝ名>S<は'元'ﾌｧﾝｸｼｮﾝとしてすでに指定されてます。
0439,警告  : 先ﾌｧﾝｸｼｮﾝ名>S<は複数の'先'経路項目を持ちます。
0440,ﾌｧﾝｸｼｮﾝ経路ﾃｰﾌﾞﾙの確認
0441,ｵﾌﾞｼﾞｪｸﾄ･ｴｸｽﾎﾟｰﾄ機能
0442,ｵﾌﾞｼﾞｪｸﾄ･ｲﾝﾎﾟｰﾄ機能
0443,ｵﾌﾞｼﾞｪｸﾄ･ｴｸｽﾎﾟｰﾄ機能 - 開始 >S<
0444,ｵﾌﾞｼﾞｪｸﾄ･ｲﾝﾎﾟｰﾄ機能 - 開始 >S<
0445,ｵﾌﾞｼﾞｪｸﾄ･ｴｸｽﾎﾟｰﾄ機能 - 終了 >S<. >S< 致命的なｴﾗｰが発生しました。>S< 警告が発生しました。
0446,ｵﾌﾞｼﾞｪｸﾄ･ｲﾝﾎﾟｰﾄ機能 - 終了 >S<. >S< 致命的なｴﾗｰが発生しました。>S< 警告が発生しました。
0447,ﾌｧｲﾙ>S<の使用時にｴﾗｰが発生しました。このﾌｧｲﾙは、 X_RUN ｺﾏﾝﾄﾞの >S< ﾊﾟﾗﾒｰﾀｰに指定されています。ﾌｧｲﾙ>S<の処理は失敗しました。
0449,情報はｴｸｽﾎﾟｰﾄされました：>s<. (元のｼｽﾃﾑ日付様式です)
0450,ｴｸｽﾎﾟｰﾄ･ｼｽﾃﾑ･ﾀｲﾌﾟは >S< です。
0451,区画>S<から情報がｴｸｽﾎﾟｰﾄされました。
0452,ｴｸｽﾎﾟｰﾄ･ｼｽﾃﾑで使用した言語は >S< です。
0453,ｴｸｽﾎﾟｰﾄしたﾕｰｻﾞｰは>S<です。
0454,ｴｸｽﾎﾟｰﾄ･ｼｽﾃﾑのﾊﾞｰｼﾞｮﾝは >S< です。
0455,ﾌｧｲﾙ>S<を開くことができません。このﾌｧｲﾙは *LIMPORT (AS/400から)するために必要です。ﾃﾞｨﾚｸﾄﾘーとﾊﾟｽを確認し、ｴﾗｰを直して再実行してください。
0456,共有ﾃﾞｨﾚｸﾄﾘ/ﾌｫﾙﾀﾞ >S< からｲﾝﾎﾟｰﾄされる、ﾌｧｲﾙの一覧をﾛｰﾄﾞしています。
0457,ﾌｧｲﾙ>S<から様式情報をﾛｰﾄﾞしています。
0458,ｲﾝﾎﾟｰﾄの中間ﾌｧｲﾙ名は>S<です。
0459,Visual LANSA環境にｲﾝﾎﾟｰﾄするために、ﾌｧｲﾙ>S<のﾃﾞｰﾀを転換しています。
0460,>L< ﾚｺｰﾄﾞはﾌｧｲﾙ>S<から転換されました。
0461,ﾃｰﾌﾞﾙ >S< へﾃﾞｰﾀをｲﾝﾎﾟｰﾄしています。
0462,ﾃｰﾌﾞﾙ>S<に関連している.CTD ﾌｧｲﾙを開くことができません。 このﾃｰﾌﾞﾙに関連する .CTD ﾌｧｲﾙを導入/作成して、再度この処理を行ってください。
0463,ｱﾌﾟﾘｹｰｼｮﾝの異常終了：変数>S<に識別できない値が入っています - ">S<".
0464,DBMS ｴﾗｰｺ-ﾄﾞ>L<を受け取りました。このｴﾗｰは >S< の処理中に発生しました。(ﾃｰﾌﾞﾙ>S<の処理)
0465,>L<列はﾃｰﾌﾞﾙ>S<に挿入されました。
0466,>S<でﾃｰﾌﾞﾙ>S<からﾃﾞｰﾀセットを削除しています。
0467,ﾃｰﾌﾞﾙ>S<に存在するﾃﾞｰﾀをすべて削除しています。
0625,存在するﾃﾞｰﾀ ｾｯﾄを削除しています。お待ちください。
0468,ｲﾝﾎﾟｰﾄ･ﾌｧｲﾙ >S< が削除されました。
0469,ｲﾝﾎﾟｰﾄ･ﾌｧｲﾙ>S<を削除することができません。自動削除要求は無視されました。
0470,この処理はﾌｧｲﾙ>S<に記入されています。
0471,ｲﾝﾎﾟｰﾄ処理の開始を確認してください。
0472,ｼｽﾃﾑと/またはﾃﾞｰﾀﾍﾞｰｽを更新するｲﾝﾎﾟｰﾄ処理を開始しますか？
0473,ﾕｰｻﾞｰ要求により、ｲﾝﾎﾟｰﾄが中止されました。
0474,ﾃｰﾌﾞﾙ>S<と行番号>L<のｿｰｽﾌｧｲﾙ使用中に、ｴﾗｰが発生しました。
0475,列>S<の値は">S<"です(最初の100ﾊﾞｲﾄだけ表示されます)。
0476,ｲﾝﾎﾟｰﾄするﾃﾞｨﾚｸﾄﾘを選択してください。
0477,ｲﾝﾎﾟｰﾄするｵﾌﾞｼﾞｪｸﾄを含んでいるﾌｧｲﾙを選択してください。
0478,ｲﾝﾎﾟｰﾄ･ﾌｧｲﾙの選択ｴﾗｰ
0479,選択したﾌｧｲﾙは開くことができないか、有効なAS/400またはVisual LANSAのｴｸｽﾎﾟｰﾄﾌｧｲﾙではありません。他のﾌｧｲﾙを選択してください。
0480,ﾃﾞｨﾚｸﾄﾘ>S<の作成中に致命的なｴﾗｰが発生しました。
0481,ﾌｧｲﾙ>S<の使用中/実行時に致命的なｴﾗｰが発生しました。>S<の処理は失敗しました。
0813,開いているﾌｧｲﾙのｱｸｾｽ中に予想しないｴﾗｰが発生しました。>S<の処理は失敗しました。
0482,AS/400からﾌｫﾙﾀﾞー>S<へのｱｯﾌﾟﾛｰﾄﾞは失敗したか、またはﾕｰｻﾞｰがｷｬﾝｾﾙしました。
0483,ｻｰﾊﾞ>S<に自動接続してﾌｫﾙﾀﾞ>S<の内容を受け取っています。お待ちください。
0484,>L<ﾊﾞｲﾄが転送されたﾌｧｲﾙ>S<に記入されました。
0485,ﾌｧｲﾙ>S<をﾃﾞｨﾚｸﾄﾘ>S<に転送しています.... お待ちください。
0486,転送されたﾃﾞｰﾀ内に、*LIMPORT 処理が可能であるﾌｧｲﾙが見つかりません。ｲﾝﾎﾟｰﾄを終了しました。
0487,*REFRESH ｵﾌﾟｼｮﾝを確認してください
0488,>S<にある LANSA/AD ｼｽﾃﾑの"ｼｽﾃﾑ定義"を更新することを確認してください。
0489,>S<にある LANSA/AD ｼｽﾃﾑの"現行区画定義"を更新することを確認してください。
0490,>S<にある LANSA/AD ｼｽﾃﾑの"RDML ｺﾏﾝﾄﾞ定義"を更新することを確認してください。
0491,>S<にある LANSA/AD ｼｽﾃﾑの"適用業務ﾃﾝﾌﾟﾚｰﾄ"を更新することを確認してください。
0492,>S<にある LANSA/AD ｼｽﾃﾑの"組込み関数"を更新することを確認してください。
0493,>S<にある LANSA/AD ｼｽﾃﾑの"登録 PC 名"のﾘｽﾄを更新することを確認してください。
0494,>S<にある LANSA/AD ｼｽﾃﾑの"登録 PC ﾕｰｻﾞｰ"のﾘｽﾄを更新することを確認してください。
0495,>S<にある LANSA/AD ｼｽﾃﾑの"現行ﾀｽｸ･ﾘｽﾄ"を更新することを確認してください。
0496,>S<にある LANSA/AD ｼｽﾃﾑの"ｼｽﾃﾑ･ﾒｯｾｰｼﾞ･ﾌｧｲﾙ"を更新することを確認してください。
0497,ｼｽﾃﾑ･ｺﾏﾝﾄﾞ ">S<"　を実行しています。
0498,>S< は >S<　にｺﾋﾟｰされました
0499,ﾌｧﾝｸｼｮﾝ>S<(ﾌﾟﾛｾｽ>S<)を実行しています。
0624,ﾌｫｰﾑ >S< を起動しています。
0500,>S<から>S<へのｺﾋﾟｰ中にｴﾗｰが発生しました。
0501,>S< を開始します。
0502,OS のｴﾗｰ>L<が発生しました。 このｴﾗｰは>S<の実行時に発生しました。
0503,ﾃﾞｰﾀﾍﾞｰｽに接続されていないので、>S<に対する処理はできません。
0506,>S<も>S<からｲﾝﾎﾟｰﾄすることをお勧めします。ｲﾝﾎﾟｰﾄしますか？
0587,永久ﾗｲｾﾝｽ…
0642,    注意：以下の情報はｻｰﾊﾞｰで実行している場合のみ有効です。
0643,          ｸﾗｲｱﾝﾄ側で実行する場合、出力されるﾗｲｾﾝｽ状況の詳細
0644,          は正しくありません。
0645,ﾗｲｾﾝｽ >L< の詳細がこのｼｽﾃﾑに見つかりました。
0982,1ﾗｲｾﾝｽの詳細がこのｼｽﾃﾑに見つかりました。
0588,利用できません
0589,無効
0590,期限切れ
0591,>S< から有効になります
0592,>S< まで有効です
0593,永久
0595,ﾗｲｾﾝｽのﾄﾗｯｷﾝｸﾞを使用することができません。ﾘｽﾅｰを止めて、再開してください。
0596,ﾗｲｾﾝｽのﾄﾗｯｷﾝｸﾞに不具合がありました。C ">S<" ﾌｧﾝｸｼｮﾝが失敗しました。戻りｺｰﾄﾞ： >L<
0598,OAM >S< に対してｺﾝﾎﾟｰﾈﾝﾄの実行ができません。OAM を再ｺﾝﾊﾟｲﾙして下さい。
