*
* THIS FILE IS USED FOR TEXT MESSAGES USED DURING THE EXECUTION OF THE
* LANSA pour Windows PRODUCT. ALL LINES MUST BE OF THE FORM NNNN,<TEXT> UNLESS
0431,ATTENTION  : La fonction de départ >S< n'existe pas dans cette partition.
0432,ATTENTION  : La fonction d'arrivée >S< n'existe pas dans cette partition.
0433,ATTENTION  : Le nom de fonction >S< contient des minuscules et / ou des caractères incorrects.
0434,FATAL - L'entrée de table de routage de fonction ">L<" est au-delà de la limite des 4500 entrées.
0435,FATAL - Le nom de fonction >S< est un nom réservé et ne doit pas être utilisé.
0436,ATTENTION  : La fonction de départ >S< a de multiples entrées de routage "à partir de".
0437,ATTENTION  : La fonction de départ >S< est déjà précisée comme fonction "vers".
0438,ATTENTION  : La fonction d'arrivée >S< est déjà précisée comme fonction "à partir de".
0439,ATTENTION  : La fonction d'arrivée >S< a de multiples entrées de routage "vers".
0440,Vérification de la table de routage de fonction
0441,Outil d'export d'objet
0442,Outil d'import d'objet
0443,Outil d'export d'objet lancé >S<
0444,Outil d'import d'objet lancé >S<
0445,Outil d'export d'objet terminé >S<. >S< erreurs fatales. >S< messages d'attention.
0446,Outil d'import d'objet terminé >S<. >S< erreurs fatales. >S< messages d'attention.
0447,Erreur pendant l'utilisation du fichier >S< cité dans le paramètre >S< de la commande X_RUN. L'opération fichier ayant échoué était >S<.
0449,Les informations ont été exportées >s<. (Date et heure sont au format de système d'export)
0450,Le système d'export était de type >S<.
0451,Les informations ont été exportées à partir de la partition >S<.
0452,Le langue utilisée sur le système d'export était >S<.
0453,L'utilisateur effectuant l'export était >S<.
0454,La version du système d'export était >S<.
0455,Le fichier >S< n'a pas pu être ouvert. Ce fichier est nécessaire pour effectuer un import *LIMPORT (à partir d'un AS/400). Vérifiez le répertoire, corrigez les erreurs et réessayez.
0456,Chargement de la liste des fichiers à importer à partir du répertoire/dossier partagé >S<.
0457,Chargement des informations de format à partir du fichier >S<.
0458,Le nom du fichier d'import intermédiaire est >S<.
0459,Conversion des données du fichier >S< pour import dans l'environnement LANSA sous Windows.
0460,>L< enregistrements convertis dans le fichier >S<.
0461,Les données de la table >S< sont en cours d'import.
0462,Impossible d'ouvrir le fichier .CTD associé à la table >S<. Installez / créez le fichier .CTD (Common Table Definition) associé à cette table et réessayez.
0463,Défaillance indéterminée de l'application : variable >S< ayant une valeur inconnue ou inattendue ">S<".
0464,Code d'erreur SGBD >L< reçu lors d'une opération >S< sur la table >S<
0465,>L< lignes insérées dans la table >S<
0466,Suppression des données existantes dans la table >S< si >S<
0467,Suppression de toutes données existantes dans la table >S<
0625,Suppression des données existantes .... patientez.
0468,Le fichier d'import >S< a été supprimé.
0469,Le fichier d'import >S< n'a pas pu être supprimé. Demande de suppression ignorée.
0470,Cette procédure est enregistrée dans le fichier >S<
0471,Confirmez le lancement de la procédure d'import
0472,Lancer la procédure d'import en mettant à jour le système et / ou la base de données ?
0473,Procédure d'import annulée à la demande de l'utilisateur.
0474,Erreur lors de l'utilisation de la table >S< et au numéro de ligne de source >L<.
0475,La valeur de la colonne >S< était ">S<" (affichage des 100 premiers 100 octets)
0476,Choisir le répertoire à importer
0477,Choisir le fichier contenant les objets à importer
0478,Erreur de sélection du fichier d'import
0479,Le fichier choisi ne peut pas être ouvert ou n'est pas un fichier d'export AS/400 ou d'un autre système valide. Choisissez un autre fichier.
0480,Erreur fatale lors de la création du répertoire >S<.
0481,Erreur fatale lors de l'utilisation du fichier >S<. L'opération en erreur était >S<.
0813,Erreur inconnue pendant une ouverture de fichier. L'opération en erreur était >S<.
0482,L'import du dossier >S< à partir d'un AS/400 a échoué ou a été annulé à la demande de l'utilisateur.
0483,La connexion automatique au serveur >S< pour lire le contenu du dossier >S< est en cours. Patientez...
0484,>L< octets écrits dans le fichier transféré >S<
0485,Transfert du fichier >S< dans le répertoire >S< en cours.... patientez.
0486,Aucun fichier n'a été trouvé dans les données transférées adapté à la procédure d'import *LIMPORT. Import terminé.
0487,Confirmez les options de *REFRESH
0488,Confirmez le rafraîchissement des "Définitions globales de votre système" à partir d'un système LANSA/AD résident sur >S<.
0489,Confirmez le rafraîchissement de la "Définition de la partition en cours" à partir d'un système LANSA/AD résident sur >S<.
0490,Confirmez le rafraîchissement des "Définitions des commandes RDML" à partir d'un système LANSA/AD résident sur >S<.
0491,Confirmez le rafraîchissement des "Templates standards" à partir d'un système LANSA/AD résident sur >S<. Attention cette opération peut prendre beaucoup de temps !
0492,Confirmez le rafraîchissement des "Définitions des fonctions intégrées" à partir d'un système LANSA/AD résident sur >S<.
0493,Confirmez le rafraîchissement des "Noms de PC enregistrés" à partir d'un système LANSA/AD résident sur >S<.
0494,Confirmez le rafraîchissement des "Utilisateurs enregistrés" à partir d'un système LANSA/AD résident sur >S<.
0495,Confirmez le rafraîchissement des "Listes tâches en Cours" à partir d'un système LANSA/AD résident sur >S<.
0496,Confirmez le rafraîchissement du "Fichier de messages système" à partir d'un système LANSA/AD résident sur >S<. Attention cette opération peut durer un certain temps !
0497,Exécution de la commande système ">S<"
0498,>S< copié en >S<
0499,Chargement de la fonction >S< dans le process >S<
0624,Chargement du formulaire >S<  
0500,Erreur pendant la copie de >S< en >S<
0501,Lancement de  >S<
0502,Erreur du système d'exploitation >L< lors de l'exécution de l'opération >S<.
0503,Les opérations sur >S< ont été ignorées car l'application n'est pas connectée à une base de données.
0506,Vous pourriez peut-être vouloir importer >S< aussi (à partir de >S<). Voulez-vous importer ces fichiers maintenant ?
0587,Vos licences permanentes...
0642,** NOTE ** : L'information suivante n'est correcte que si vous exécutez cette requête 
0643,                sur la CPU du serveur. En exécutant cette requête sur la CPU du Client
0644,                vous verrez des infos incorrectes ne reflétant pas vos véritables licences.
0645,Détail des licences >L< trouvées sur ce système     
0982,Détail de la licence trouvée sur ce système     
0588,Non disponible
0589,Invalide
0590,Expirée
0591,Valide à partir du >S<
0592,Valide jusqu'au >S<
0593,Permanente
0595,Gestion des licences non disponible. Arrêtez et relancez le "listener" .
0596,Gestion des licences en erreur. La fonction C ">S<" a retourné le code d'erreur >L<.
0598,L'OAM >S< ne peut pas exécuter un composant. Régénérez l'OAM.
0602,** ATTENTION ** Des licences multiples sont installées pour les types notés avec *.
0603,** ATTENTION ** Seule la première licence (affichée ci-dessous) sera utilisée.
0615,Les informations en langue >S< seront convertis en informations de langue >S<.
0616,ATTENTION - Les informations en langue >S< seront supprimées car elles ne correspondent pas aux langues définies dans cette partition. 
0886,L’import a été modifié pour utiliser les informations de la partition source. La langue source >S< sera maintenant utilisée avec celles listées précédemment.
0617,Informations en langue >S< trouvées dans les données à importer.
0618,La langue cible >S< existe (ou sera créée) pour cette partition.
0619,Confirmer le remplacement des données existantes pendant l'import
0620,Les données importées contiennent la définition de base du SYSTÈME. Voulez-vous REMPLACER la définition de base de votre système par les données en cours d'import?       
0621,Les données importées contiennent la définition de la PARTITION (y compris les définitions multilingues). Voulez-vous REMPLACER la définition de votre partition existante (y compris les définitions multilingues) par les données en cours d'import?       
0622,Vérifiez que partition d'import et langue sont corrects
0623,Vous allez importer dans la partition >S< avec le code langue >S<. Êtes-vous CERTAIN que partition et langue précisés sont corrects ?         
0628,Il ne reste que >L<MB libres sur le lecteur >S<. La valeur minimum admise est >L<MB. Le traitement a été interrompu. Libérez de l'espace sur ce disque ou utilisez un autre lecteur et relancez l'opération.          
0631,ATTENTION - >L< erreurs de clés dupliquées ignorées pendant cet import. Il est peut-être judicieux de rechercher la raison de l'existence de clés en double.  
0632,ATTENTION - Erreur de clé dupliquée ignorée dans la table >S<. Les données n'ont été ni créées ni mises à jour. Il est peut-être judicieux de rechercher la raison de l'existence de clés en double.  
0634,Erreur fatale pendant l'installation du progiciel. Vérifiez la log d'installation
0637,Création du fichier de verrouillage >S< dans le répertoire >S< 
0638,Installation en cours. Ressayez plus tard.
0639,Utilitaire d'installation de Progiciel
0640,Installation impossible. DLL >S< en cours d'utilisation.
0641,Impossible d'enlever le fichier de verrouillage >S< du répertoire >S< 
0646,Certaines DLLs sont utilisées par d'autres sessions LANSA.  Forcer l'installation? (Non ignorera leur installation. Annuler abandonnera l'installation.)
0647,IPKG précisé, mais applpkg.dat contient plus d'un progiciel.
0648,IPKG précisé, mais applpkg.dat ne contient aucun progiciel.
0650,Utilitaire de mise à jour des DLLs
0652,Serveur d'application ou serveur primaire indisponibles à la connexion pour la mise à jour.
0653,Le serveur de nom LU >S< ne supporte pas les fonctionnalités nécessaire >S<.
0654,Connexion au serveur pour la mise à jour impossible. Voulez-vous poursuivre l'exécution sans mise à jour? (Annuler abandonnera l'exécution)
0655,>S< a été généré au niveau >L< mais le client est à un niveau inférieur (>L<). Vous devez installer une version plus récente de LANSA pour pouvoir exécuter cet Objet.
0660,Erreur pendant le chargement des fichier à partir du serveur. Voulez-vous poursuivre sans effectuer mise à jour? (Annuler abandonnera l'exécution.)
0701,Erreur pendant la connexion au serveur pour la mise à niveau.
0702,Erreur inattendue pendant le téléchargement des fichiers à partir du Serveur.
0703,Lancement de la DLL procédant à la mise à niveau. Patientez...
0704,Lancement de l'installation de Progiciel. Patientez...
0705,Téléchargement des DLLs à partir du serveur. Patientez...
0706,Copie des DLLs dans la partition à partir du répertoire temporaire. Patientez...
0707,Connexion au serveur d'application effectuée.
0709,Définition de la zone >S< exportée correctement.
0710,Définition du fichier >S< de la bibliothèque >S< exportée correctement.
0711,Définition du fichier >S< de la bibliothèque >S< non trouvée ou incomplète. Fichier non exporté.
0712,Définition de la fonction >S< du process >S< exportée correctement.
0713,Définition du process >S< exportée correctement.
0714,Définition du process >S< non trouvée ou incomplète. Process non exporté.
0715,Définition de la zone >S< non trouvée ou incomplète. Zone non exportée.
0716,Définition de la fonction >S< du process >S< non trouvée ou incomplète. Fonction non exportée.
0719,Définition de la variable système >S< exportée.
0720,Définition de la variable système >S< introuvable ou incomplète. Variable système non exportée.
0721,Définition de la variable multilingue >S< exportée.
0722,Définition de la variable multilingue >S< introuvable ou incomplète. Variable multilingue non exportée.
0723,Définition de l'assistant/modèle >S< exportée.
0724,Définition de l'assistant/modèle >S< introuvable ou incomplète. Assistant/modèle non exporté.
0725,Définition de la fonction intégrée >S< exportée.
0726,Définition de la fonction intégrée >S< introuvable ou incomplète. Fonction intégrée non exportée.
0727,Message >S< du fichier de messages >S< exporté dans la langue >S< .
0728,Message >S< du fichier de messages >S< introuvable dans la langue >S< . Message non exporté.
0729,Fichier de messages >S< exporté dans la langue >S< .
0730,Fichier de messages >S< introuvable dans la langue >S< . Fichier de messages non exporté.
0731,Définition de zone/composant >S< exportée.
0732,Définition de composant >S< introuvable ou incomplète. Composant non exporté.
0744,Outil de mise à jour de Package
0745,Début de la mise à jour de package. Patientez...
0746,Mise à jour de l'application en cours actuellement. Poursuive l'exécution sans effectuer la mise à jour? (Annuler arrêtera l'exécution.)
0747,Mise à jour de l'application >S< en cours actuellement. Réessayez ultérieurement.
0748,Erreur pendant la vérification des mises à jour nécessaires. Poursuive l'exécution sans effectuer la mise à jour? (Annuler arrêtera l'exécution.)
0749,Erreur pendant la vérification des mises à jour nécessaires pour l'application >S<.
0750,Application >S< non trouvée ou pas de package dans applpkg.dat.
1168,Aucun fichier MSI trouvé dans >S< correspondant à la locale >S< et la version >S< du client, en utilisant les mappages de langue de >S<.
1169,Aucun fichier MSI trouvé dans >S< correspondant à la locale >S< du client, en utilisant les mappages de langue de >S<.
0755,Utilisation/création du répertoire racine de l'application impossible. Poursuive l'exécution sans effectuer la mise à jour? (Annuler arrêtera l'exécution.)
0756,Utilisation/création du répertoire racine de l'application >S< impossible.
0757,Utilisateur >S< non autorisé au package obligatoire >S<.
0758,Au moins un package est noté comme obligatoire. Télécharger tous les packages obligatoires?
0759,Le package >S< est optionnel. Voulez-vous le télécharger? (Annuler passera le téléchargement de ce package maintenant et ne vous posera plus la question ensuite.)
0767,Code licence valide introuvable dans le fichier lickey.dat pour le type de licence >S<.
0768,Le répertoire des Packages >S< ne contient pas des fichiers ou des sous-répertoires essentiels.
0769,Lancement du téléchargement de l'application >S< à partir du serveur. Patientez...
0770,Suppression du répertoire >S< impossible.
0771,La clé >S< est introuvable dans le fichier >S<.
0772,Le package >S< est optionnel. Voulez-vous le télécharger?
0773,Téléchargement du package >S< à partir du serveur. Patientez...
0794,Le package >S< est manquant. Ce package est obligatoire ou nécessaire à un package obligatoire.
0798,Le package >S< nécessite le niveau (build) >L< qui n'est pas disponible sur le client ou le serveur.
0799,Le répertoire du niveau (build) >S< ne contient pas des fichiers ou des sous-répertoires essentiels.
0800,Téléchargement des fichiers du niveau (build) >L< à partir du serveur. Patientez...
0802,Installation du niveau (build) >L< déjà en cours ou en erreur. (Verrouillage sur le fichier >S< trouvé dans le répertoire >S<.)
0803,Installation du niveau (build) >L< déjà en cours ou en erreur. Voulez-vous continuer sans effectuer l(es) upgrade(s) suivant(s)? (Annuler = tout abandonner.)
0822,Avant que les fonctions/composants appelants soient régénérés et compilés, le fichier >S< ne sera peut-être accessible que via un CONNECT_FILE au SSN *LOCALDB.
0823,Le fichier >S< n'est pas connecté à un système ou à un serveur de base de données admis.
0831,Définition de '>S<' composant >S< exporté.
0832,Définition de '>S<' composant >S< introuvable ou incomplète. Composant non exporté.
0840,Définition de la zone >S< modifiée car elle se réfère à la zone >S<.
0841,Définition de l'assistant '>S<' non exportable. Il ne peut être exporté que quand l'indicateur 'Exporter vers un système de développement' vaut Oui.
0843,Attention - l'objet '>S<' n'a pas de données >S< .
0887,Les données de substitution de la bibliothèque des fichiers ont été définies dans le fichier d'import LXXLEF, mais le fichier d'import du détail de bibliothèque LXXLDF est manquant.
0921,La partition >S< a été modifiée être totalement RDMLX compatible afin d'accepter l'import de tous les objets RDMLX. 
0926,Le chargement de données ASCII n'est pas admis sur IBM i.
0927,Le chargement de données EBCDIC n'est pas admis sur un système autre qu'IBM i.
0928,Erreur de création de la liste d'échange. 
0931,Définition de '>S<' >S< exportée.
0932,Définition de '>S<' >S< introuvable ou incomplète. Composant non exporté.
0933,>S< a été construit avec une version pré-release non supportée (>L<). Elle doit être reconstruite avec une version supportée de LANSA.
0971,Fichiers BLOB et CLOB ne peuvent pas être enregistrés sur disque car >S< répertoire >S< est trop long (de >L< caractères). 
0978,Vidage du répertoire >S< impossible.
0983,Emplacement des fichiers BLOB/CLOB impossible à déterminer, ">S<" ne contient pas de répertoire.
1001,Impossible de trouver la data area >S< pour le process >S< dans la bibliothèque des modules de la partition >S<.
1002,Process >S< non compilé si on se réfère à la data area >S< dans la bibliothèque des modules de la partition >S<. 
1003,Cette machine n'a pas de licence, ou tous les postes de licence sont utilisés, ou encore la licence de type >S< est expirée.
1052,Le serveur de nom LU ">S<" n’a pas de licence valide.
1021,Récupération de la page de code du travail impossible.
1022,La page de code Windows >S< n'est pas numérique.
1023,La page de code Windows >S< n'est pas un CCSID correct. Code d'erreur %d.
1048,L'OAM >S< doit être régénéré avant de pouvoir utiliser LOCK(*YES) ou une collection (bibliothèque) ou un membre.
1049,LOCK(*YES) ne peut pas être utilisé car l'OAM >S< utilise SQL pour ses I/O. 
1063,Appel récursif de l'OAM pour le fichier >S<.
1067,Mises à jour finales en cours. Patientez...
1079,Impossible de récupérer les mappages de CCSID pour les langues à partir du serveur de nom LU >S<. Vérifiez que le travail listener est démarré sur le serveur, vérifiez les paramétrages des communications et les joblogs.
1085,Les définitions des objets allouées par le code tâche, >S<, ont été libérés car le statut de la tâche a été valorisé à FIN.
1107,Mises à jour finales terminées.
1110,ATTENTION: Import du fichier >S< non effectué car il n'est requis que pour les systèmes de développement.
1117,Installation du package en cours. Patientez...
1118,** ATTENTION ** Trace ODBC active. *LIMPORT prendra plus de temps qu'à l'habitude. Voulez-vous continuer?
1139,Le chemin d'accès au serveur de nom LU ">S<" est mong de >D< octets, et le chemin complet de l'export est plus long que le maximum autorisé 256 octets. Chemin serveur ignoré.
1143,Use File's Library override if included.
1144,Override File's Library to Partition Data Library.
1145,Ignore File's Library override.
1124,ERROR: Importing name ">S<" of >S< identifier ">S<", which is already being used by >S< identifier ">S<".
1126,ERROR: <Allow Name Changes> is not set, existing name ">S<" associated with >S< identifier ">S<" cannot be removed.
1127,ERROR: Importing >S< name ">S<", which is already being used by >S< identifier ">S<".
1128,ERROR: Importing >S< identifier ">S<", which is already being used by >S< identifier ">S<".
1146,WARNING: Existing >S< identifier ">S<" will be assigned a name ">S<".
